Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
closeBrowser,Chrome 63.0.3239.84,,2018-01-04 14:55:49,2018-01-04 14:55:50,"0,710s",PASSED
,,,,,,
Test Cases/NRT/TC_02_CambiaEmail,Chrome 63.0.3239.84,,2018-01-04 14:55:50,2018-01-04 14:56:06,"15,967s",PASSED
openBrowser,Chrome 63.0.3239.84,,2018-01-04 14:55:50,2018-01-04 14:55:52,"1,886s",PASSED
callTestCase,Chrome 63.0.3239.84,,2018-01-04 14:55:52,2018-01-04 14:55:59,"6,761s",PASSED
callTestCase,Chrome 63.0.3239.84,,2018-01-04 14:55:59,2018-01-04 14:56:03,"4,031s",PASSED
click,Chrome 63.0.3239.84,,2018-01-04 14:56:03,2018-01-04 14:56:03,"0,599s",PASSED
click,Chrome 63.0.3239.84,,2018-01-04 14:56:03,2018-01-04 14:56:04,"0,221s",PASSED
click,Chrome 63.0.3239.84,,2018-01-04 14:56:04,2018-01-04 14:56:04,"0,706s",PASSED
setText,Chrome 63.0.3239.84,,2018-01-04 14:56:04,2018-01-04 14:56:05,"0,615s",PASSED
setText,Chrome 63.0.3239.84,,2018-01-04 14:56:05,2018-01-04 14:56:05,"0,108s",PASSED
submit,Chrome 63.0.3239.84,,2018-01-04 14:56:05,2018-01-04 14:56:05,"0,278s",PASSED
closeBrowser,Chrome 63.0.3239.84,,2018-01-04 14:56:05,2018-01-04 14:56:06,"0,646s",PASSED
