Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Test Cases/NRT/TC_02_CambiaEmail,Chrome 63.0.3239.84,,2018-01-04 00:30:10,2018-01-04 00:30:25,"15,710s",PASSED
openBrowser,Chrome 63.0.3239.84,,2018-01-04 00:30:10,2018-01-04 00:30:12,"1,927s",PASSED
callTestCase,Chrome 63.0.3239.84,,2018-01-04 00:30:12,2018-01-04 00:30:18,"6,677s",PASSED
callTestCase,Chrome 63.0.3239.84,,2018-01-04 00:30:18,2018-01-04 00:30:22,"3,564s",PASSED
click,Chrome 63.0.3239.84,,2018-01-04 00:30:22,2018-01-04 00:30:23,"0,610s",PASSED
click,Chrome 63.0.3239.84,,2018-01-04 00:30:23,2018-01-04 00:30:23,"0,295s",PASSED
click,Chrome 63.0.3239.84,,2018-01-04 00:30:23,2018-01-04 00:30:24,"0,710s",PASSED
setText,Chrome 63.0.3239.84,,2018-01-04 00:30:24,2018-01-04 00:30:24,"0,628s",PASSED
setText,Chrome 63.0.3239.84,,2018-01-04 00:30:24,2018-01-04 00:30:24,"0,114s",PASSED
submit,Chrome 63.0.3239.84,,2018-01-04 00:30:24,2018-01-04 00:30:25,"0,309s",PASSED
closeBrowser,Chrome 63.0.3239.84,,2018-01-04 00:30:25,2018-01-04 00:30:25,"0,744s",PASSED
